,"Mitchell, Bob",,"1,001 Life story questions",".","Engadine NSW, Bob Mitchell, 6th. ed., 2010",".","95p.",".",646459236,,"...............",,"907.2  MIT","2012 - Jan.","...................","32.95",".........",,743,"Oral history   2. Interviewing"
,".......................................",,"Electoral Rolls. Division of Mornington, Subdivision of Cowes 1926-1935",".","photocopy",".","..............",".",,,"...............",,"LH  324.945  ELE 1","...............","don. - Bernie Grayden","........","........",,161,"Voting registers - Victoria - Phillip Island    2. Victoria - Phillip Island"
,".......................................",,"Elizabeth Castle, Jersey",".","Norwich, Jarrold, 1977",".","n.p., illus.",".",,,"...............",,"942.341 / ELI","...............","...................","........","........",,88,"Channel Islands - Jersey.   2. Elizabeth Castle (Jersey)"
,"Dawson G. & Kennedy-Skipton",0,"Elizabethan handwriting 1500-1650.  A guide to the reading of documents and manuscripts",,"Chichester, Sussex, Phillimore, 1981",,"131p., illus.",,,,"...............",,"421.7  DAW","2013  Nov.","don. - Rod Grant","........",".........",,922,"Handwriting, English"
,".......................................",,"Ellinbank 1874-1974. A history of Ellinbank and district",0,"Ellinbank (Vic), Centenary of Ellinbank Committee, 1974",1993,"20p., illus",,,,"...............",,"994.56  ELL","2014 - Jun.","don. - Jan Andrews","........",".........",,992,"Victoria - Ellinbank"
,"Jakes, Eileen                       ",,"Ely Methodists.1774 - 1932. The story of the Wesleyan and Primitive Methodists of Ely, Cambridgeshire                                           ",".","Cambridge, E.Jakes, 1988",".","118p., illus.",".",,,"...............",,"929.342  JAK","...............","don. - Marjorie Batterham","........","........",,415,"Methodist Church - England - History   2. England - Cambridgeshire - Ely"
,".......................................",,"Emigrant's Friend; or Authentic guide to South Australia, including Sydney; Port Phillip, or Australia Felix; Western Australia. or Swan River Colony; New South Wales; Van Dieman's Land; and New Zealand  ",".","NSW, Readers Digest, 1974 (1st. pub. 1846)",".","39p.",".",,,"...............",,"994.02  EMI","...............","...................","........","........",,519,"Australia - Immigration   2. Australia - Social conditions 1788-1851  3. Australia - Description and travel  4. New Zealand - Immigration  5. New Zealand - Social conditions 1788-1851   6. New Zealand - Description and travel  "
,"Humphreys, Margaret",,"Empty cradles",".","London, Doubleday, 1994",".","332p., illus.",".",,,"...............",,"325.241  HUM","...............","Cooks","16.00","........",,368,"Child Migrant Trust   2. Children - Institutional care - Australia  3. Child Migrants   4. Australia - Immigration   5. Great Britain - Emigration   6. Australia - Immigration and Emigration - Government policy   7 Orphanages - Australia - History   8. Great Britain - Immigration and Emigration - Government policy"
,"Coulthard-Clark, C.D.",,"Encyclopaedia of Australia's battles",,"Crows Nest, NSW, Allen & Unwin, new ed. 2001",0,"306p., illus.",,,,"...............",,"355.4  COU","2013  Nov.","don. - Rod Grant","........",".........",,941,"Military history - Australia   2. Australia - History, MIlitary   3 War - Australia"
,"Southgate, George W.",,"England : 1783-1914",".","London, Dent, 1951",".","379p., illus, maps",".",,,"...............",,"942.07  SOU","...............","...................","........","........",,89,"Great Britain - History  "
,"Manning, Samuel & Green, S.G.",,"England 100 years ago. The charm of Victorian England illustrated  (1885)",".","London, Bracken Books, 1985",".","216p., illus.",".",,,"...............",,"914.2  MAN","2012 - Feb.","don. - Helen Swaine","........",".........",,745,"England - Descripton and travel   2. Wales - Description and travel"
,"Carter, Jenny",,"England and Wales : Birth death marriage from 1873",".","Victoria, Macbeth Genealogy, 1992",".","50p.",".",,,"...............",,"929.342  CAR","...............","don. - Rod Grant","........","........",,443,"England - Genealogy   2. Wales - Genealogy"
,"Peel, J.H.B.",,"England in colour",".","London, Batsford, 1969",".","176p., illus",".",,,"...............",,"914.2  PEE","...............","don. - Yvonne Hancock","........","........",,90,"England - Description and travel"
,"Plumb, J.H.",,"England in the eighteenth century  (1714 - 1815)",".","Mitcham (Vic.), Pelican, 1950",".","224p.",".",,,"Pelican History of England, vol.7",0,"942.07 / PLU","...............","...................","........","........",,91,"Great Britain -  History - 1714-1837"
,"Thomson, David",,"England in the nineteenth century  (1815 - 1914)",".","Penguin 1950",".","251p.",".",,,"Pelican History of England, vol.7",0,"941.081  THO","...............","...................","........","........",,92,"Great Britain - History - 19th century"
,".......................................",,"English city. The growth and future of Bristol",".","Bristol, J.S. Fry, 1945",".","n.p., illus.",".",,,"...............",,"942.41  ENG","...............","...................","........","........",,93,"England - Gloucestershire - Bristol  "
,"Collins, David",,"English colony in New South Wales.  vol. 1",,"Adelaide, Libraries Board of South Australia, 1971",,,,724300031,,"Australiana facsimile editions no. 76",,"994.402  COL","2017 - Feb.","Bill's Book Shed",".............","........",,1102,"Australia - History - 1788-1801   2. New Zealand - History   3. Bass Strait - Discovery and exploration   4. New South Wales - History - 1788-1801"
,"Collins, David",,"English colony in New South Wales.  vol. 2",,"Adelaide, Libraries Board of South Australia, 1971",,,,724300031,,"Australiana facsimile editions no. 76",,"994.402  COL","2017 - Feb.","Bill's Book Shed",".............","........",,1103,"Australia - History - 1788-1801   2. New Zealand - History   3. Bass Strait - Discovery and exploration   4. New South Wales - History - 1788-1801"
,"Massingham, H.J.",,"English countryman. A study of English tradition",".","London, Batsford, 1942  ? 2nd Ed., 1943",".","148p., illus.",".",,,"...............",,"914.2  MAS","...............","...................","........","........",,94,"Great Britain - Social life and customs   2. England - Country LIfe"
,"Simpson, Elizabeth",,"English research seminar",".","Melbourne, AIGS, 1983`",".","27p.",".",,,"...............",,"929.341  SIM","2012 - Feb.","don. - Val Bell","........","........",,785,"Great Britain - Genealogy"
,"Grigson, Geoffrey",,"English villages in colour",".","London, Batsford, 1958",".","95p., illus.",".",,,"...............",,"914.21  GRI","...............","...................","........","........",,95,"England - Villages  2. England - Gloucestershire  3. England - Dorset  4. England - Wiltshire  5. England - Kent  6. England - Suffolk   7. England - Sussex  8. England - Buckinghamshire  9. England - Worcestershire  10 England - Oxfordshire   11 England - Cornwall  12. England - Surrey  13. England - Warwickshire   14. England - Devonshire  15. Berkshire.  16. Lancashire  17.  Northamptonshire   18. England - Durham  19. England - Yorkshire  20. England - Hertfordshire  21. England - Essex.  22. England - Cumberland  "
,"Rintoul, John",,"Esperance yesterday and today",".","Esperance Shire Council, 2nd. ed. 1967",".","202p., photos, map",".",,,"...............",,"994.17  RIN","...............","...................","........","........",,96,"Western Australia - Esperance"
,"Bate, Western",,"Essential but unplanned:  The story of Melbourne's lanes. ",".","Melbourne, SLV, 1984",".","128p., illus.",".",,,"...............",,"994.51  BAT","2009","don. - Jenny Adam ","........","........",,587,"Victoria - Melbourne"
,"Lewis, Miles",,"Essential Maldon",".","Richmond, Greenhouse, 1983",".","145p., illus.",".",,,"...............",0,"994.53 / LEW","2010 - July","G.S.V.","5.00","........",,656,"Victoria - Maldon"
,"Harris, Daisy Vera                          ",,"Every life a picture.  The autobiography of Daisy Vera Harris, nee Peters                                                   ",".",1986,".","72p., illus.",".",,,"...............",,"929.9  HAR","...............","...................","........","........",,520,"Peters Family.  2. Harris Family  3. Western Australia - Genealogy"
,"Chamberlin, E. R.",,"Everyday life in the nineteenth century",".","........, Macdonald ............... ",".","61p., ilus.",".",,,"Peoples of the past",0,"940.28 CHA","...............","...................","........","........",,97,"Europe - Social conditions - 1800-1899   2. Europe - Social life and customs - 19th century"
,"Mills, Elizabeth Shown",,"Evidence! Citation and analysis for the famiy historian",".","Maryland, Genealogical Publishing, 1997",".","..............",".",,,"...............",,"929.1  MIL","...............","don. - Rod Grant","........","........",,444,"Genealogy  2.Bibliographical citations - Handbooks"
,"Beer, T",,"Exmoor",".","Cornwall, James Pike, 1977",".","32p., illus.",".",,,"Viewing Avon & Somerset",0,"914.23  BEE","...............","...................","........","........",,98,"England - Exmoor "
,"Joy, William",,"Explorers",".","Adelaide, Rigby Seal. 1971",".","159p., illus., maps",".",,,"...............",,"994.092  JOY","...............","...................","........","........",,99,"Australia - Discovery and exploration"
,"Wilcox, Desmond",,"Explorers",".","London, British Broadcasting Corporation, 1975",".","224p., illus.",".",,,"...............",,"910.92  WIL","2011 - June","don. - Julie Curran","........","........",,690,"Explorers"
,".........................................",,"Eye of war",,"London, Weidenfeld & Nicolson, 2003",0,"288p., illus.",,,,"...............",,"909.82  EYE","2014 - April","don. - W.G.R.L.C.","........",".........",,970,"War - Pictorial works   2. Military history - Modern"
,"Gilchrist, J. T.",,"Eye-witness. Select documents from Australias' past",".","Adelaide, Rigby, 1968",".","257p.",".",,,"...............",,"994.008  GIL","...............","...................","........","........",,100,"Australia - History - Sources"
,"Bassett, Jan",,"Facing Island. A personal history",,"Carlton (Vic.), M/U/P/, 2002","Utah : The Church of Jesus Christ of Latter-day Saints","177p., illus.",,,,"...............",,"LH  994.007  BAS","2013  Nov.","don. - Jan Andrews","........",".........",,952,"Victoria - Phillip Island   2. War - 1914-1918 - Corresponence"
,"Hall, Timothy",,"Fall of Singapore 1942",,"Sydney, Methuen, 1983",0,"223p., illus., maps",0,,,"...............",,"940.54  HAL 1","2014 - Feb.","don. - Sue Lilley","........",".........",,957,"War - 1939 - 1945 - Singapore   2. Singapore"
,"Ulster Gen.& Hist.Soc.",,"Familia. Ulster genealogical review. No. 12. 1996",".","Belfast, Ulster Historical Foundation, 1998",".","197p.",".",,,"...............",,"941.6  FAM","...............","...................","............",".........",,885,"Ireland - Ulster"
,".......................................",,"Family and local history resources in Victoria",".","Blackburn, Custodian of Records, 2nd. ed. 1985",".","93p.",".",,,"...............",,"929.394  FAM","...............","don. - Marjorie Batterham","........","........",,416,"Victoria - History, local - Directories  2. Victoria - Genealogy - Directories   3. Genealogy"
,".......................................",,"Family and local history sources in Victoria",".","Blackburn (Vic.), Custodian of Records, 5th ed. 1992",".","109p.",".",,,"...............",,"929.394  FAM","...............","don. - Rod Grant","(8.00)","........",,445,"Victoria - History, local - Directories  2. Victoria - Genealogy - Directories   3. Genealogy"
,"Brown, Frances",,"Family and local history. An ordered approach towards publication",".","Blackburn (Vic.), Custodian of Records, 1988",".","78p.",".",,,"...............",,"929.1  BRO","2012 - Feb.","don. - Helen Swaine","........",".........",,746,"Genealogy - Publishing"
,"Markwell, F. C.",,"Family historian's enquire within",".","Newbury, Berkshire, Countryside Books, 3rd. ed.1988",".","224p.",".",,,"...............",,"929.107  MAR","2012 - Feb.","don. - Rod Grant","13.50","........",,764,"Genealogy - Dictionaries    2. Great Britain - Genealogy - Handbooks "
,"Cuffley, Peter",,"Family history comes to life",,"South Melbourne, Lothian, 1999",0,"197p., illus.",,,,"...............",,"929.107  CUF","2013  Nov.","don. - Rod Grant","........",".........",,944,"Genealogy - Australia    2. Photographs - Conservation   3. Heirlooms - Conservation"
,"Price, Bob",,"Family memories. A guide to reminiscing",".","NSW, State Library of NSW Press. Rev. ed. 1992",".","130p., illus.",".",,,"...............",,"929.1  PRI","2012 - Jun.","don. - Jan Andrews","........",".........",,811,"Genealogy"
,"Rathgen, David",,"Family of Ernest Reginald Dixon and his ancestors",".","PIADGS, 2013",".","np",".",,,"Family History Research Report",0,"929.9  DIX","...............","...................","........",".........",,882,"Dixon family"
,"Jackson, Vera",,"Family story. Concerning a Scottish border family which migrated to the Port Phillip Disrict of Australia in 1839 and the countryside which became their home",".","Albury (NSW), V.M.Jackson, 1986",".","48 p., illus.",".",,,"...............",,"929.2  JAC","2012 - Jun.","don. - Elaine Alexander","........",".........",,822,"Bell family.  2.Ship - 'David Clark' 1839  3. Victoria - KangarooGround  4. Title : Family story. The Bells of Scotland, Kangaroo Ground and Yarra Flats"
,"Rogers, Colin D.",,"Family tree detective. A manual for analysing & solving genealogical problems in Englad & Wales, 1538 to the present day",".","Manchester, Manchester University Press, 1989",".","182p.",".",,,"...............",,"929.107  ROG","2012 - Feb.","don. - Rod Grant","........","........",,765,"England - Genealogy - Handbooks   2. Wales - Genealogy - Handbooks"
,"Rogers, Colin D.",,"Family tree detective. A manual for analysing & solving genealogical problems in Englad & Wales, 1538 to the present day",".","Manchester, Manchester University Press, 1989",".","182p.",".",,,"...............",,"929.107  ROG","2012 - Feb.","don. - Rod Grant","........","........",,766,"England - Genealogy - Handbooks   2. Wales - Genealogy - Handbooks"
,"Rogers, Colin Darlington",,"Family tree detective. A manuel for analysing and solving genealogical problems in England and Wales, 1538 to the present day                                                                                                                                 ",".","Manchester, Manchester U.P., 1984                                                                                                                                 ",".","146p.",".",,,"...............",,"929.1 ROG","...............","...................","........","........",,101,"England - Genealogy    2. Wales - Genealogy"
,".......................................",,"Family tree guide book. Everything you need to know to trace your genealogy across North America",".","Cincinnati, Ohio, Betterway Books, 2002",".","336p., illus. maps",".",,,"...............",,"929.107  FAM","2012 - Feb.","don. - Val Bell","........","........",,786,"U.S.A. - Genealogy - Handbooks   2. Canada - Genealogy - Handbooks"
,"Hughes, Robert",,"Fatal shore, The  A history of the transportation of convicts to Australia 1787 - 1868",".","London, Pan,1988",".","688p., illus.",".",,,"...............",,"994  HUG","2009","don. - Jenny Adam ","........","........",,588,"Convicts   2. Transportation  3. Australia - History -1788-1900"
,"Crisp, L.F.",,"Federation fathers",".","Melbourne, M.U.P., 1990",".","484p.",".",,,"...............",,"994.03  CRI","...............","...................","........","........",,102,"Australia - History - 1891-1901  2. Australia - Politics and government 1891-1901"
,"Birrell, Bob",,"Federation. The secret story",".","Sydney, Duffy & Snellgrove, 2001",".","364p. & index",".",,,"...............",,"994.03  BIR","2011 - Jan.","don. - W.G.R.L.C.","(21.95)","........",,675,"Australia - History - 1851-1901  2. Ausralia - Politics and government 1851-1891"
,"Jones, Colin",,"Ferries on the Yarra",,"Collingwood (Vic.), Greenhouse, 1981",,"108p., illus.",,909104425,,"...............",,"386.22  JON","2016 - July","Bill's Book Shed","........","........",,1083,"Victoria - Melbourne   2. Victoria - Yarra River   3. Ferries - Victoria"
,"Crago, Tony",,"First fleet and year of settlement",".","NSW, Murray David 1999",".","72p., illus.",".",,,"...............",,"994.02  CRA","2010 - Aug.","don. - Julie Curran","12.95","........",,662,"First Fleet 1787-1788   2. Australia - History 1788-1825"
,"Donohoe, James",,"First Fleet families",".","...............",".","..............",".",,,"...............",,"929.394  DON 1","...............","...................","........","........",,103,"Australia - Genealogy.  2. Convicts - Australia - Registers.  3. Convicts - NSW - Register.  4. First Fleet - 1787-1788 - Registers"
,".......................................",,"Fishbourne. The Roman palace and its history",".","London, Times Newspaper, rev. ed. 1969",".","n.p., illus.",".",,,"...............",,"913.362  FIS","...............","...................","........","........",,104,"England - Sussex   2. England - Palaces - Fishbourne "
,"Santini, Loretta",,"Florence and surroundings. A guide.",".","Firenze, Giusti di Becocci, n.d.",".","128p., illus.",".",,,"...............",,"914.55  SAN","...............","...................","........","........",,105,"Italy - Florence"
,"Idriess, Ion C.",,"Flynn of the Inland",".","Melbourne, A & R, new ed. 1951",".","244p.",".",,,"...............",,"926.1  FLY","2009","don. - Jenny Adam ","........","........",,589,"Flynn, John     2. Australian Inland Mission   3. Presbyterian Church - Australia   4. Royal Flying Doctor Service of Australia"
,"Box, Allan",,"Footsteps of the diggers. A travel guide to the Australian battlefields of the Somme",".","Leongatha, Digger Press, 1996",".","51p., Illus., maps, bibliog.",".",,,"...............",,"940.394  BOX","2009","don. - Julie Box","........","........",,570,"War - 1914-1918 - Battlefields - France   2. War - 1914-1918 - Campaigns - France"
,"Box, Allan",,"Footsteps of the diggers. A travel guide to the Australian battlefields of The Somme",,"Leongatha, Digger Press, 1996",0,"51p., Illus., maps, bibliog.",0,,,"...............",,"940.394  BOX  copy 2","2013  Nov.","don. - W.G.R.L.C.","........","........",,948,"War - 1914-1918 - Battlefields - France   2. War - 1914-1918 - Campaigns - France"
,"Denton, Kit",,"For Queen and Commonwealth",".","North Sydney, Time-Life, 1988",".","168p. , illus.",".",,,"Australians at war. 5",0,"994  DEN","2012 - Feb.","don. - Rod Grant","........","........",,767,"War, Boer 1899-1902  2. Australia - History - Military  3. China - History - Boxer Rebellion 1899-1901   4. War - Boxer Rebellion 1899-1901   5. New Zealand - History - 1843-1870  6 Sudan - History - 1862-1899"
,"Clarke, Marcus",,"For the term of his natural life",".","Seal Books, 1970",".","..............",".",,,"...............",,"CLA","2009","don. - Jenny Adam ","........","........",,644,"Convicts - Fiction    2. Penal colonies - Fiction"
,"Tisdall, Constance              ",,"Forerunners.  The saga of a family of teachers    ",".","Melbourne, Cheshire, 1961                    ",".","293 p.",".",,,"...............",,"923.71  TIS","...............","...................","........","........",,521,"Tisdall family  2. Education - Victoria - History"
,"Borelli, Angela",,"Forgotten island. An oral and social history of French Island",,"(Dandenong, Vic, Angeli Borlelli, 2016)",,"191p., illis.",,,,"...............",,"LH  994.52  BOR","2016 - Oct. ","P.I.A.D.H.S.","........","........",,1089,"Victoria - French Island"
,"Shaw, A. B.",,"Fort Denison Sydney Harbour",".","...............",".","(22p.)",".",,,"...............",,"994.41  SHA","...............","...................","........","........",,106,"New South Wales - Sydney  2. Fort Denison (Sydney, NSW)"
,"Dutton, G",,"Founder of a city. The story of Colonel Light. The life of Colonel William Light. First Surveyor General of the Colony of South Australia; founder of Adelaide 1786-1839.",".","Adelaide, Rigby Seal, 1971",".","323p., illus.",".",,,"...............",,"929.7  LIG","...............","...................","........","........",,107,"Light, William, 1786-1839   2. South Australia - Adelaide   3. South Australia - History - 1836-1851"
,"Armytage, W.H.G  ",,"Four hundred years of English education.   2nd.ed.           ",".","Cambridge, C.U.P., 2nd. ed. 1970",".","353p.",".",,,"...............",,"942  ARM","...............","...................","............",".........",,878,"Education - Great Britain - History"
,".........................................",,"Freedom bound 1. Documents on women in colonial Australia",,"St Leonards (NSW), Allen & Unwin, 1995 ",,"193p.",,,,,,"305.42  FRE","2014 Nov.","don. - Jan Andrews",,,,1008,"Women - Australia - History"
,"Bognuda, Lyal                    ",,"French Island.  Preserving the future                                     ",".","Devon Meadows (Vic.), Jolbo Studios, 1983",".","40p., illus.",".",,,"...............",,"LH  994.52  BOG","...............","...................","........","........",,108,"Victoria - French Island"
,"Bognuda, Lyal                    ",,"French Island.  Preserving the future                                     ",".","Devon Meadows (Vic.), Jolbo Studios, 1983",".","40p., illus.",".",,,"...............",,"LH  994.52  BOG copy 2","...............","...................","........","........",,109,"Victoria - French Island"
,"Serle, Geoffrey",,"From deserts the prophets come. The creative spirit in Australia 1788-1972",".","Melbourne, Heinemann, 1973",".","274 p., bibliog.",".",,,"...............",,"700.994  SER","...............","...................","........","........",,110,"Arts, Australian - History"
,"Johnson, Joseph",,"From eyrie to eagle.  The history of the Yarra Yarra Golf Club",".","East Bentleigh, Yarra Yarra Golf Club, 1998",".","250p., illus.",".",,,"...............",,"796.352  JOH","...............","don. - Jan Andrews","........","........",,373,"Golf - Victoria - History   2. Yarra Yarra Golf Club"
,"Rathgen, David",,"From farm to factory.  William Leak 1830-1889 and his family",,"Phillip Island, PIADGS, 2015",,"164p., illus., charts   ",,,,"Family History Research Report",,"929.9  LEA","2016 - Oct. ","don. - Robert Leak","........","........",,1088,"Leak family"
,"Kirkby, David R.",,"From sails to atoms : First fifty years of Sutherland Shire : 1906 to 1956",,"[Sydney] : Publicity Aid for Sutherland Shire Council, 1970",1970,"155p., illus., maps",0,,,,,"994.4  KIR","2015 Feb.","Bill's book shed","2.00",,,1027,"New South Wales - Sutherland"
,"Murray, Peter R. & Wells, John C",,"From sand, swamp and heath .  . a history of Caulfield",".","City of Caulfield, 1980",".","278p., illus.",".",,,"...............",,"994.51  MUR","2011 - Nov.","don. - Jan Andrews","........","........",,728,"Victoria - Caulfield"
,"McClaughlin, Trevor",,"From shamrock to wattle. Digging up your Irish ancestors",,"Sydney, Collins, 1985",,"162p., illus.",,"0 00 217330 1",,"...............",,"929.1  MCC","2016 Feb.","don. - Wonthaggi FHG","........","........",,1072,"Irish in Australia   2. Ireland - Genealogy   3. Ireland - Emigration"
,".......................................",,"From spear and musket 1879 - 1979. Caboolture centenary",".","Shire of Caboolture, 1979",".","320p., illus.",".",,,"...............",,"994.32  FRO","...............","...................","........","........",,111,"Queensland - Caboolture"
,"Pritchard, Morris",,"From the King's Marshall. A history of the Marshall family from the 12th century to 1980",".","Hawthorndene, Sth. Aust., Investigator, 1983",".","135p., photos",".",,,"...............",,"929.209  PRI","...............","don. - Jan Andrews","........","........",,374,"England - Oxfordshire.   2. Quakers.    3. Marshall Family   3. Pritchard family   4. South Australia - Genealogy"
,"Power, Phyllis M                  ",,"From these descended.   Book number one.                        ",".","Kilmore, Homestead Books, 1977",".","202p., photos, index",".",,,"...............",,"920.72  POW","...............","...................","........","........",,522,"Cumming Family.  2. Dowling Family.  3. Clarke Family.  3. Ware Family  4. Australia - Genealogy"
,"Lockwood, Douglas",,"Front door. Darwin 1869-1969",".","Adelaide, Rigby, 1968",".","288p., illus.",".",,,"...............",,"994.295  LOC","...............","...................","........","........",,112,"Northern Territory - Darwin - History"
,".......................................",,"Front line despatches. Australians at war 1845-1972",".","Sydney, Bay Books, nd",".","96p., illus",".",,,"...............",,"994  FRO","...............","don. - W.G.R.L.C.","........","........",,113,"Australia - Armed Forces - History  2. Australia - History, Military"
,"Janitch, Valerie",,"Fun with historical costume",".","London, Kaye & Ward, 1975",".","..............",".",,,"...............",,"391.07 / JAN","...............","...................","........","........",,114,"Costume - History"
,"Denton, Kit",,"Gallipoli. One long grave",".","North Sydney, Time-Life, 1986",".","168p. , illus.",".",,,"Australians at war. 1",0,"940.245  DEN","2012 - Feb.","don. - Rod Grant","........","........",,768,"War - 1914-1918 - Campaigns - Turkey"
,"Lloyd, Roy",,"Garrett's Beer House. Families descended from the Poplar Hotel at Kevington",,"Brighton East (Vic.), Histec Publications, 2004",".","80p., illus",".",,,"...............",,"929.2  LLO","2013 - Aug. ","don. - Jan Andrews","........",".........",,900,"Garrett family   2. Victoria - Kevington  3. Hotels - Victoria - Kevington"
,"Bognuda, Joan  ",,"Gateway to Port Phillip",".","Devon Meadows (Vic.), Jolbo Studios, 1980",".","70p., illus",".",,,"...............",,"994.52  BOG","...............","...................","........","........",,115,"Fort Queenscliff. (Vic.)  2. Fort Nepean.(Vic.)  3, Victoria - Queenscliff.  4.  Port Phillip Bay"
,"Marshall, Alan                     ",,"Gay provider.  The Myer story                                          ",".","Melbourne, Cheshire, 1961",".","279p., illus",".",,,"...............",,"658.871  MAR","...............","...................","........","........",,523,"Myer Family (Melbourne)  2. Australia - Retail trade  3. Myer Emporium (Melbourne)"
,"Hawgood, David",,"Gedcom data transfer.  Moving your family tree",".","London, Hawgood, 1991",".","44p., index",".",,,"...............",,"929.102  HAW","...............","don. - Rod Grant","(6.50)",".........",,446,"Genealogy - Data processing   2. GEDCOM"
,"Johnson, Keith A. & Sainty, Malcolm R.",,"Genealogical Research Directory 2002",".","(editors of) Genealogical Research Directory",".","1024p.",".",,,"...............",,"929.1  JOH","...............","...................","............",".........",,870,"Genealogists - Directories    2. Genealogy - Indexes"
,"Johnson, Keith A. & Sainty, Malcolm R.",,"Genealogical Research Directory 2003",".","(editors of) Genealogical Research Directory",".","896p.",".",,,"...............",,"929.1  JOH","...............","...................","............",".........",,856,"Genealogists - Directories    2. Genealogy - Indexes"
,"Johnson, Keith A. & Sainty, Malcolm R.",,"Genealogical Research Directory 2004",".","(editors of) Genealogical Research Directory",".","832p.",".",,,"...............",,"929.1  JOH","...............","...................","............",".........",,861,"Genealogists - Directories    2. Genealogy - Indexes"
,"Johnson, Keith A. & Sainty, Malcolm R.",,"Genealogical Research Directory 2005",".","(editors of) Genealogical Research Directory",".","816p.",".",,,"...............",,"929.1  JOH","...............","...................","............",".........",,858,"Genealogists - Directories    2. Genealogy - Indexes"
,".......................................",,"Genealogical sources                                                              ",".","Melbourne, PROV, 1984",".","26p., illus.",".",,,"...............",,"929.394  GEN","...............","...................","........","........",,1,"Victoria - Genealogy"
,"Grayden, Bernard Charles",,"Genealogy of Phillip Islanders 1842-1912",".","photocopy",".","..............",".",,,"...............",,"LH  929.20994  GRA","...............","don. - Bernie Grayden","........","........",,158,"Victoria - Phillip Island - Genealogy"
,"Helm, Matthew L & Leigh, April",,"Genealogy online for dummies                                                                                                       ",".","Foster City, CA, IDG Books, 2nd. ed. 1999                                                                                                         ",".","..............",".",,,"...............",,"929.102  HEL","...............","...................","........","........",,116,"Genealogy - Computer network resources   2. U.S.A. - Genealogy - Handbooks"
,".............................",,"General muster list of New South Wales 1823, 1824, 1825",,"Sydney, Society of Australian Genealogists, 1999",,"844p.",,"0 949032 10 7",,"...............",,"929.394  GEN 1","2016 Feb.","don. - Wonthaggi FHG","........","........",,1075,"Convicts - New South Wales   2.  New South Wales - Census"
,".........................................",,"Generations meeting across time. Proceedings of the 14th Australasian Congress of Genealogy & Heraldry",0,"Canberra, Heraldry & Genealogy Society of Canberra, 2015",0,"499p., illus.",,"978-1-876393-31-1",,,,"929.1072  GEN","2015 Apr.","don. - Pat & Liz Bowen",,,,1049,"Australia - Genealogy - Congresses    2. Genealogy - Congresses"
,"Wright, Judith",,"Generations of men",".","Melbourne, OUP, 1965",".","233p.",".",,,"...............",,"929.209  WRI","2009","don. - Jenny Adam ","........","........",,590,"Wright family  2. Australia - Frontier and pioneer life"
,"Grasby, Albert James",,"German Australians",".","South Yarra, Macmillan Education, 2000",".","46p., illus.",".",,,"Australians all",0,"305.906  GRA","2011 - Jan.","don. - W.G.R.L.C.","(21.59)","........",,670,"Germans in Australia.  2. Australia - Immigration and emigation"
,"................................",,"Glen Alvie remembers",,"Glen Alvie (Vic.), Glen Alvie Recreation Reserve Committee, 2010",,"177p., illus.",,,,"...............",,"LH  994.56  GLE","2016 Feb.","don. - Wonthaggi FHG","........","........",,1070,"Victoria - Glen Alvie"
,"Hoben, E.D.",,"Glimpses of Australia Vol. 1. An album of photographic gems",".","Melbourne, Gordon & Gotch, 1987 ",".","386p., illus.",".",,,"...............",,"919.4  HOB","2012 - Feb.","don. - Helen Swaine","........",".........",,747,"Australia - Description and travel  2. Australia - Social life and customs - 1851-1901"
,"Hoben, E.D.",,"Glimpses of Australia Vol. 2. An album of photographic gems",".","Melbourne, Gordon & Gotch, 1987 ",".","388p., illus.",".",,,"...............",,"919.4  HOB","2012 - Feb.","don. - Helen Swaine","........",".........",,748,"Australia - Description and travel  2. Australia - Social life and customs - 1851-1901"
,"Morwell Historical Society",,"Glimpses of our past : early Morwell and district",,"(Morwell, Vic.), Morwell Historical Society, 1989",,"117., illus.",731672801,731672801,,"...............",,"994.56  MOR 1","2016 Apr.","don. - Jan Andrews","........","........",,1080,"Victoria - Morwell Region"
,"Bennett, Arthur L.",,"Glittering years.  Kalgoorlie and Boulder 1907-1928",,"Perth, St George Books, 1984",,"148p., Illus.",,"0 86778 021 5",,,,"994.16  BEN","2016 - Jan.","don. - Jan Andrews","........","........",,1068,"Western Australia - Kalgoorlie   2. Western Australia - Boulder"
,"Carter, I. R.",,"God and three shillings.  The story of the Brotherhood of St Laurence",".","Melbourne, Lansdowne Press, 1967",".","173p., illus.",".",,,"...............",,"267.1  CAR","2011 - Nov.","don. - Jan Andrews","........","........",,729,"Brotherhood of St Laurence  2. Church charites - Australia"
,"Keesing, Nancy  (ed.)",,"Gold fever. The Australian goldfields 1851 to the 1890s",".","Malbourne, A & R, 1967",".","412p., illus., bibliog.",".",,,"...............",,"994.031  KEE","...............","don. - Margaret  Chisholm","........","........",,396,"Australia - Gold mines and mining  2. Australia - History - 1851-1901"
,"McDonald, Rhonda",,"Gold in the Gascoyne",,"Perth (WA), R. McDonald, 1985",,"130p., illus.",,,,,,"994.13  MCD","2019  Jan.","Bill's Book Shed","2.00",,,1154,"Western Australia - Gascoyne    2. Western Australia - Mangaroon   3. Gold Mines and Mining - Western Australia - Gascoyne"
