,"Mitchell, Bob",,"1,001 Life story questions",".","Engadine NSW, Bob Mitchell, 6th. ed., 2010",".","95p.",".",646459236,,"...............",,"907.2  MIT","2012 - Jan.","...................","32.95",".........",,743,"Oral history   2. Interviewing"
,"Reakes, Janet",,"How to trace your English ancestors (including Wales, Channel Islands, & Isle of Man}",".","Sydney, Hale & Ironmonger, 1987",".","163p., illus",".",,,"...............",,"929.1  REA","...............","don. - Jenny Adam ","........","........",,383,"Great Britain - Genealogy  2. England - Genealogy  3. Wales - Genealogy"
,"Reakes, Janet",,"How to trace your Irish ancestors",".","Sydney, Hale & Ironmonger, 1987",".","64p., maps",".",,,"...............",,"929.1 REA 1","...............","don. - Marjorie Batterham","........","........",,417,"Ireland - Genealogy  2. Northern Ireland - Genealogy"
,"Leone, Bette",,"How to trace your Italian ancestors for Australians and New Zealanders",".","Sydney, Hale & Iremonger, 1994",".","110p., illus.",".",,,"Family history series",0,"929.108  LEO","2011 - Dec.","don. - Bette Leone","........","........",,741,"Italians in Australia - Genealogy   2. Italians in New Zealand - Genealogy  3.Australia - Genealogy  4. New Zealand - Genealogy"
,"Montague, R. H.",,"How to trace your military ancestors in Australia and New Zealand",".","Sydney, Hale & Ironmonger, 1989",".","157p., illus.",".",,,"Family History series",0,"929.107  MON","2011 - Aug..","don. - Helen Swaine","........","........",,708,"Australia - Soldiers - Genealogy  2. New Zealand - Soldiers - Genealogy  3. Australia - Genealogy  4. New Zealand - Genealogy"
,"Reakes, Janet",,"How to trace your missing ancestors whether living, dead, or adopted",".","Sydney, Hale & Ironmonger, 1986",".","96p.",".",,,"...............",,"929.107  REA 1","2011 - Aug..","don. - Helen Swaine","........","........",,717,"Genealogy   2. Australia - Genealogy"
,"Reakes, Janet",,"How to trace your Scottish ancestors : an A - Z approach",".","Sydney, Hale & Ironmonger, 1988",".","71p.",".",,,"...............",,"929.1  REA 2","...............","don. - Rod Grant","........","........",,151,"Scotland - Genealogy"
,"Reakes, Janet",,"How to trace your Scottish ancestors : an A - Z approach",".","Sydney, Hale & Ironmonger, 1988",".","71p.",".",,,"...............",,"929.1  REA 2 copy 2","...............","...................","........","........",,448,"Scotland - Genealogy"
,"Beaumont, Joanna",,"How to write and publish your family history",,"Sydney, Orlando Press, 1985",,"127p., illus.",,,,"...............",,"929.1  BEA","2013  Nov.","don. - Rod Grant","........",".........",,920,"Genealogy - Publishing  2. Genealogy - Authorship"
,"Cannon, Micael",,"Human face of the great depression",,"Mornington, Vic., Michael Cannon, 1996",0,"314p., illus.",,,,"...............",,"994.042  CAN","2013  Nov.","don. - Rod Grant","........",".........",,946,"Austraia - Social conditions - 1922-1945   2. Depressions - Australia   . 3. Australia - Economic conditions - 1929-1939"
,"Cox, Philip",,"Hunter Valley",".","South Melbourne, Macmillan, 1978",".","72p., photos, maps",".",,,"Regional heritage",0,"919.44  COX","...............","...................","........","........",,152,"N.S.W. - Hunter Valley - Description and travel"
,".......................................",,"Huppatz Family",".","PIADGS, 2011",".","np",".",,,"Family History Research Report",0,"929.9 HUP","2011 - July","...................","........","........",,697,"Huppatz Family"
,"Marshall, Alan",,"I can jump puddles",".","Melbourne, Cheshire, 1955",".","225p.",".",,,"...............",,"362.43  MAR","2009","don. - Jenny Adam ","........","........",,645,"Marshall, Alan, 1902-1984   2. Poliomyelitis"
,"Zaczek, Iain & Phillips, Charles",,"Illustrated encyclopedia of tartan. A complete history and visual guide to over 400 famous tartans",,"London, Lorenz Books, 2004",,"256p., illus.",,,,,,"929.209  ZAC","2014 - Dec.","don. - W.G.R.L.C.","........","........",,1016,"Tartans"
,"Richard, Denis & Hunt, J.W.",,"Illustrated history of modern Britain",".","London, Longmans Greene, 1950",".","434p., illus. maps",".",,,"...............",,"941  RIC","...............","...................","........","........",,153,"Great Britain - History - 1789-1820   2. Great Britain - History - 19th century   3. Great Britain - History - 20th century"
,"Cornwell, E. L. (ed)",,"Illustrated history of ships",".","Octopus, nd.",".","479p., illus.",".",,,"...............",,"387.2  ILL","...............","...................","........","........",,154,"Ships and shipping"
,"Wellings, H.P.",,"Imlay Brothers. Pioneers in the pastoral, agricultural and merchandise activities in the Twofold Bay and Bega districts if south-easters section of N.S.W.",".","...............",".","24p.,  illus.",".",,,"...............",,"929.2  IML","...............","...................","........","........",,155,"Imlay family   2. New South Wales - South east region   3. New South Wales - Agriculture - History  4. New South Wales - Twofold Bay  5. New South Wales - Bega region"
,"Madgwick, R.B.",,"Immigration into Eastern Australia 1788-1851",".","Sydney, S.U.P., 1969",".","270p. bibliog.",".",,,"...............",,"994.02  MAD","...............","don. - Margaret  Chisholm","........","........",,399,"Australia - Immigration  2. Australia - History - 1788-1851"
,".......................................",,"In and around Augusta - Margaret River",".","Augusta Historical Society, n.d.",".","24p., illus.",".",,,"...............",,"994.12 / AUG","...............","...................","........","........",,156,"Western Australia - Augusta   2. Western Australia - Margaret River"
,"Kirkcaldie, Sister R. A. ",,"In gray and scarlet",".","Melbourne, Alexander McCubbin, 1922",".","187p., illus.",".",,,"...............",,"940.475  KIR","2009","don. - Jenny Adam ","........","........",,602,"Nurses - Australia - Biography   2. War - 1914-1918"
,"Hamilton-Edwards, Gerald",,"In search of army ancestry",,"Chichester, Sussex, Phillimore, 1977",0,"106p., illus.",,,,"...............",,"929.341  HAM","2014 - Feb.","don. - Jean Dunstan","........",".........",,956,"Great Britain - Army    2. Soldiers - Great Britain"
,"Morton, H.V.",,"In search of Scotland",".","London, Methuen, 20th ed, 1934",".","288p., illus. maps",".",,,"...............",,"914.11   MOR","...............","...................","........","........",,166,"Scotland - Description and travel"
,"Hamilton-Edwards, Gerald",,"In search of Scottish ancestry",".","Sussex, Phillimore, 2nd. ed. 1983",".","252p.",".",,,"...............",,"929.1  HAM  ","...............","don. - Rod Grant","........","........",,449,"Scotland - Genealogy"
,"Baxter, Angus","In search of your European roots. A complete guide to tracing your ancestors in every country of Europe.","In search of your European roots. A complete guide to tracing your ancestors in every country of Europe.",0,"Baltimore, MD, Genealogical Publishing Company, 3rd. ed. 2001",".","315p.","...............",,,"...............",,"929.107  BAX","2014 - Feb.","don. - Jenny Adam","........",".........",,962,"Europe - Genealogy"
,".......................................",,"In the wake of the pack tracks. A history of the Shire of Berwick, now the City of Berwick and the Shire of Pakenham",".","Berwick-Pakenham Historical Society, 1982",".","175p., illus., maps",".",,,"...............",,"994.52   INT","...............","...................","............",".........",,865,"Victoria - Packenham   2. Victoria - Berwick   3. Victoria - Upper Beaconsfield   4. Victoria - Bunyip  5. Victoria - Cardinia  6. Victoria - Cockatoo   7. Victoria - Doveton  8.Victoria -  Garfield  9. Victoria - Gembrook  10. Victoria - Harkaway  11. Vi"
,".......................................",,"Index to the Gippsland Times 1861 - 1900",".","Churchill (Vic), Centre for Gippsland Studies, Monash University, 1995",".","124p.",".",,,"...............",,"994.56  SYN","...............","don. - Bev. Morling","........","........",,165,"Victoria - Gippsland - Genealogy - Sources  2. Gippsland Times - Indexes   3. Victoria - Gippsland - History - Sources  4. Victoria - Newspapers"
,".......................................",,"Index. to the  Australian dictionary of biography volumes 1 & 2",".","Sydney, Library of Australian History, 1991",".","159p.",".",,,"...............",,"920.094  AUS","...............","don. - Rod Grant","............",".........",,854,"Australia - Biography - Indexes  2. Australia - History - 1788-1850 - Indexes"
,"Stokes, Edward",,"Innocents abroad : The story of British child evacuees in Australia",,"BCA",,"229p., illus.",,,,"...............",,"940.53  STO","2017 - Feb.","Bill's Book Shed","5.00","........",,1091,"War - 1939-1945 - Children - Great Britain   2. War - 1939-1945 - Children - Australia    3. Child migrants"
,"Victorian GUM Inc.",,"Internet, Images, Imagination.  Conference proceedings. July 2004",,"Melbourne, Victoria GUM, 2004",,"87p., illus.",,,,"...............",,"929.102  VIC","2013  Nov.","don. - Rod Grant","........",".........",,931,"Genealogy - Data processing  "
,"Wood, Tom",,"Introduction to British civil registration",".","Lancashire, F.F.H.S., 2nd. ed. 2000",".","83p.",".",,,"...............",,"929.341  WOO","...............","don. - Rod Grant","........","........",,450,"Great Britain - B.D.M's   2. Ireland - B.D.M's  3. Great Britain - Genealogy - Resources   4. Ireland - Genealogy - Resources"
,"Lyons, F. S. L.",,"Ireland since the famine. 1850 to the present",0,"London, Weidenfeld & Nicolson, 1971",1993,"852p.",,,,"...............",,"941.58  LYO","2014 - Jun.","don. - Jan Andrews","........",".........",,999,"Ireland - History.  2. Ireland - Politics and government   3.Northern Ireland - Politics and government"
,".......................................",,"Irish Australians. Selected articles for Australian and Irish family historians",".","Sydney, Society of Genealogists, 1984",".","56p., illus.",".",,,"...............",,"929.1 IRI","...............","don. - Margaret  Chisholm","........","........",,400,"Ireland - Emigration   2. Australia - Immigration   3 Irish in Australia"
,"Coffey, Hubert W. & Morgan, Marjorie      ",0,"Irish families in Australia and N. Zealand.   Vol. one. Abbett - Dynan 1788 - 1893",".","rev. ed.",".","248p.",".",,,"...............",,"920.094  COF","...............","...................","........","........",,525,"Irish in Australia   2. Irish in New Zealand   3. Australia - Immigration   4. New Zealand - Immigration  5. Ireland - Emigration  6. Australia - Genealogy   7. New Zealand - Gnealogy"
,"Coffey, Hubert W.  & Morgan, Marjorie Jean     ",0,"Irish families in Australia and N. Zealand.   Vol. two. Eades - Lyttle 1788 - 1985",".","Sth Melb., Magenta Press, rev. ed.","."," 228p.",".",,,"...............",,"920.094  COF 1","...............","...................","........","........",,526,"Irish in Australia   2. Irish in New Zealand   3. Australia - Immigration   4. New Zealand - Immigration  5. Ireland - Emigration  6. Australia - Genealogy   7. New Zealand - Gnealogy"
,"Yurdan, Marilyn",,"Irish family history",".","London, Batsford, 1990",".","194p.",".",,,"Batsford local history",0,"929.107 YUR","...............","don. - Margaret  Chisholm","........","........",,401,"Ireland - Genealogy"
,"Wyly, Dorothy A.A",,"Irish origins.  A family settlement in Australia",".","Launceston, Tas., Dorothy A.A.Wyly, 1976",".","135p., illus.",".",,,"...............",,"929.209 WYL","...............","...................","........","........",,167,"Wyle family  2.South Australia - Genealogy"
,"McCarthy, Tony",,"Irish roots guide",".","Dublin, Lilliput Press, 1991",".","116p.",".",,,"...............",,"929.1 MCC","...............","don. - Bev DiPaola","........","........",,560,"Ireland - Genealogy"
,"McLellan, Robert",,"Isle of Arran",".","Devon, Pevensey Press, 1995",".","112p., illus",".",,,"...............",,"914.139  MCL","2011 - Aug..","don. - Helen Swaine","........","........",,709,"Scotland - Arran, Island of - Description and travel"
,".......................................",,"Isle of Wight tourist guide",".","St Ives, Photo Precision, nd",".","np., illus., map",".",,,"...............",,"942.2 / ISL","...............","...................","........","........",,168,"England - Isle of Wight"
,"Chambers, J. & L.",,"It's on at the Union. The Wonthaggi Miners; Union Theatre 1925-1978",".","Wonthaggi Historical Society, rev. ed. nd",".","248p.",".",,,"...............",,"LH  994.56  CHA 1","...............","...................","........","........",,527,"Victoria - Wonthagggi    2. Victoria - Theatres   3. Wonthaggi Miners' Union Theatre"
,"Tonkin, Daryl & Landon, Caroline",0,"Jackson's Track.  Memoir of a dreamtime place   1999",".","Camberwell (Vic.), Penguin, 2000",".","297p., illus.",".",,,"...............",,"306.846  TON","2009","don. - Jenny Adam ","........","........",,603,"Victoria - Gippsland   3. Aboriginal Australians - Victoria - Gippsland"
,".......................................",,"Jerilderie letter / Ned Kelly",".","Melbourne, Text Publishing, 2001",".","82p.,  illus.",".",,,"...............",,"364.155  KEL","2011 - Jan.","don. - W.G.R.L.C.","(16.95)","........",,676,"Kelly, Ned, 1855-1880 - Correspondence.  2. Bushrangers - Victoria  3. N.S.W. - Jerilderie - History  4. Bushrangers - N.S.W. .  "
,"Rathgen, David",,"John Kidd 1821-1888 and his family",,"Phillip Island (Vic.), PIADGS, 2014",,"np.",,,,"Family History Research Report",,"929.9  KID","2014 Dec.","P.I.A.D.G.S",,,,1010,"Kidd family"
,"Ellis, M. H.",,"John MacArthur",".","Penrith, Discovery Press, 1972",".","603p., illus., bibliog.",".",,,"Geat Australian llives",0,"994.402  ELL","2009","don. - Jenny Adam ","........","........",,604,"Macarthur, John, 1767-1834  2. New South Wales - History - 1788-1851"
,"Macfarlane, Margaret & Alistair",,"John Watts. Australia's forgotten architect 1814-1819 and South Australia's Postmaster General 184-1861",".","NSW, Sunbird, 1992",".","172p., illus.",".",,,"...............",,"383.499 MAC","2010 - Sept.","don. - Julie Curran","........","........",,665,"Watts, John Cliffe, 1786-1873  2. Architects - Australia   3. South Australia - Postal service"
,"Jones, Nancy",,"Jones family of Phillip Island. A family history 1821-2013",,"n.i. 2013",,"157p., illus., photos, charts",0,,,"...............",,"LH  929.2  JON","2014 - Feb.","don. - ","........",".........",,961,"Phillip Island.  2. Jones family (Phillip Island)  3. Burrell family  (Phillip Island)   4. Grayden family (Phillip Island)  5.  Jeffery family  (Phillip Island)"
,"Taylor, James",,"Journal of local events, or, Annals of Fenwick",".","Ayrshire, Archaeological and Natural History Society, 1970",".","108p.",".",,,"...............",,"941.42  TAY","...............","...................","........","........",,169,"Scotland - Fenwick - History     2. Scotland - Ayrshire"
,"Marshall, Jock & Drysdale, Russell",,"Journey among men",".","Melbourne, Sun Books, 1966",".","220p., illus., map",".",,,"...............",,"919.4  MAR","2009","don. - Jenny Adam ","........","........",,605,"Australia - Description and travel  2 . Western Australia - Description and travel"
,"Keeley, May",,"Journey into yesterday. A history of Clayton",".","n.i., 1980",".","136p., illus.",".",,,"...............",,"994.51  KEE","...............","...................","........","........",,170,"Victoria - Clayton"
,".......................................",,"Jubilee of secondary education of Numurkah. 1927 - 1974   ",".","ni",".","28p., illus",".",,,"...............",,"373.945 /  JUB","...............","...................","............",".........",,876,"Victoria - Numurkah   2. Victoria - Education, Secondary"
,"Bevan, George",,"Jum's war : finding my father William 'Jum' Bevan",,"Millers Point (NSW), Pier 9, 2007",,"418p., illus.",,"9781921208379",,,,"940.481  BEV","2015 Feb.","Bill's book shed","2.00",,,1036,"Bevan, Jum (William Charles)  2. War - 1914 - 1918 - Personal narratives, Australian"
,"Jones, Lloyd",,"Just a boy from the bush",".","Maryborough, The Book Printer, 1989",".","74p., illus.",".",,,"...............",,"920.71  JON","2013 - Mar.","don. - Elaine Alexander","........",".........",,832,"Victoria - Clunes   2.  Jones, Lloyd, 1933-"
,"Bourke, Mary",,"Keeping  the spirit alive : the story of the Phillip Island RSL",".","Cowes, Vic: R.S.L. Sub Branch, 2008",".","286p., illus.  index",".",,,"...............",0,"LH  369.24 BOU","2012 - May","Wonthaggi Book Exchange","15.00",".........",,809,"RSL of Australia - Philip Island Sub-branch - History  2. Victoria - Phillip Island"
,"Hueneke, Klaus",,"Kiandra to Kosciusko",".","O'Connor (NSW), Tabletop Press, 1987",".","303p., illus., maps",".",,,"...............",,"994.4 HUE","...............","...................","............",".........",,877,"New South Wales - Snowy Mountains - History    2. New South Wales - Snowy Mountains - Discovery and Exploration"
,"Bowen, Jill",,"Kidman:  The forgotten king. The true story of the greatest pastoral landholder in modern history",".","Sydney, A & R, 1987",".","476p., illus, index, bibliog., maps",".",,,"...............",,"338.17  BOW","2009","don. - Jenny Adam ","........","........",,606,"Kidman, Sidney Sir, 1857-1935   2.Cattle trade - Australia - History"
,"Palmer, Capt. George",,"Kidnapping in the south seas; being a narative of a three months cruise of H.M. Ship Rosario",".","Ringwood (Vic.), Penguin, 1973 (1st. pub. 1871)",".","233p., illus.",".",,,"Penguin Colonial Facsimiles",0,"993.2  PAL","...............","...................","........","........",,171,"Slave Trade - Oceania  2. Ship - 'Rosario'    3. Pacific Islands - History"
,".......................................",,"Kilcunda cemetery. Index and headstones",".","...............",".","..............",".",,,"...............",,"LH  929.5  KIL","...............","...................","............",".........",,840,"Victoria - Cemeteries   2. Victoria - Kilcunda"
,"Durack, Mary",,"Kings in grass castles",".","...............",".","..............",".",,,"...............",,"994.03  DUR","2009","don. - Jenny Adam ","........","........",,607,"Durack family   2. Western Australia - Genealogy  3. Frontier and pioneer life - Western Australia "
,"Hooker, John",,"Korea. The forgotten war",".","North Sydney, Time-Life, 1988",".","168p. , illus.",".",,,"Australians at war. 14",0,"951.904  HOO","2012 - Feb.","don. - Rod Grant","........","........",,770,"War - Korean - 1950-1953   "
,"Ellis, M. H.",,"Lachlan Macquarie. His life, adventures, and times",".","Melbourne, A & R, 5th. ed. 1973",".","614p., illus., bibliog.",".",,,"...............",,"994.4  ELL","2009","don. - Jenny Adam ","........","........",,608,"Macquarie, Lachlan, 1761-1824   2. New South Wales - History - 1788-1851"
,"Shears, Richard",,"Lady of the swamp. The eerie story of Margaret Clement and of her mysterious disappearance",".","Melbourne, Thomas Nelson, 1981",".","196p.  photos",".",,,"...............",,"994.56  SHE","...............","...................","........","........",,528,"Victoria - Tarwin Lower.  2. Clement, Margaret Swanson, 1880-1952"
,".......................................",,"Lagganallachie kirkyard. Memorial inscriptions and historical notes",".","Dunkeld, Dunkeld & Birnam Historical Society, 1995",".","n.p., maps",".",,,"...............",,"929.509  LAN","...............","...................","........","........",,172,"Scotland - Perthshire - Cemeteries  2. Scotland - Perthshire - Genealogy"
,"Brooks, J.A.",,"Lake District",".","Ambeside, Sanderson & Dixon, n.d.",".","31p., col. photos, map",".",,,"...............",,"914.27  BRO","...............","...................","........","........",,173,"England - Lake District.  2. England - Westmorland 3. England - Cumberland  4. England - Lancashire"
,"Bulleid, Arthur",,"Lake villages of Somerset",".","Glastonbury Antiquarian Soiety, 7th ed., 1980",".","52p., illus",".",,,"...............",,"913.362  BUL","2011 - Aug..","don. - Helen Swaine","........","........",,710,"England - Somerset - Antiquities"
,"Chaplin, Sid",,"Lakes to Tyneside",".","London, Collins, nd",".","92p., illus.",".",,,"About Britain 10",0,"914.27  CHA","...............","don. - Yvonne Hancock","........","........",,502,"England - Cumberland  2. England - Westmorland 3. England - Lake District  4. England - Lancashire  5. England - Yorkshire - North Riding  6. England - Durham   7. England - Northumberland   8. England - Isle of Man"
,"Clarke, Francis Gordon",,"Land of contrarieties.  British attitudes to the Australian colonies, 1828-1855",".","Melbourne, M.U.P., 1977",".","223p.",".",,,"...............",,"994.02   CLA 3","...............","don. - Jan Andrews","........","........",,371,"Australia - History - 1828-1855.  2. Great Britain - History - 19th Century .   3. (Title 2) British Attitudes to the Australia Colonies 1828-1855"
,"Blake, Les.",,"Land of the Lowan. 100 years in Nhill and West Wimmera",".","Nhill & District Historial Society, 1967",".","268p., illus, bibliog.",".",,,"...............",,"994.58 / BLA","...............","...................","........","........",,174,"Victoria - Wimmera region    2. Victoria - Nhill"
,"Bates, John",,"Last islands",,"Brisbane, Boolarong Publications, 2nd ed., 1993",0,"120p., illus., maps",0,"0 86439 168 4",,,,"994.36  BAT","2015 Apr.","don. - Jan Andrews",,,,1042,"Queensland - Whitsunday Group"
,"Peasley, William John",,"Last of the nomads",,"South Fremantle (WA), Fremantle Arts Centre Press, 1983",0,"119p., illus.",,,,"...............",,"994.1  PEA","2014 - Feb.","don. - Sue Lilley","........",".........",,958,"Aboriginal Australians - Western Australia - Social life and customs   2. Western Australia - Gibson Desert - Description and travel"
,"Thomas, Ann",,"Last of the Yarra Track stopping places",".","Marysville, Ann Thomas, 4th. ed. 1990",".","64p., illus",".",,,"...............",,"994.52  THO","...............","...................","........","........",,175,"Victoria - Yarra Glen.  2. Victoria - Woods Point.  3. Victoria - Marysville"
,"Palmer, Vance",,"Legend of the nineties",".","Melbourne, MUP, 1963",".","175p.",".",,,"...............",,"994.03  PAL","2009","don. - Jenny Adam ","........","........",,609,"Australia - History - 1890-1900   2. Australia  - Social life and customs"
,"Buttery, Ray",,"Legion of the lost  ""Home defence'. Factual experiences of a select group of soldiers in Australia during World War 2 ",".","Marden, Sth. Aust., Ray H. Buttery, 1992",".","183p., illus.",".",,,"...............",,"940.544  BUT","...............","...................","........","........",,176,"War - 1939-1945 - Australia   2. Australia - Armed forces"
,"Gundry, D. W.",,"Leicester Cathedral.  A Short guide for visitors  1968",".","Leicester, D.W.Gundry, 1968",".","11p., illus.",".",,,"...............",,"726.609  LEI","...............","...................","........","........",,177,"England - Leicestershire  2. Leicester Cathedral"
,"Murphy, John",,"Leongatha Labour Colony 1893 - 1919",".","...............",".","..............",".",,,"...............",,"994.56 MUR","...............","...................","........","........",,178,"Victoria - Leongatha  2. Victoria - Agricultual colonies   3. Victoria - Rural development"
,"Jacobs, James W",,"Let them be admitted",".","{Melbourne}, Royal Freemasons' Homes of Victoria, 1967",".","232p., illus",".",,,"...............",,"362.61  JAC","2012 - Jun.","don. - Jan Andrews","........",".........",,813,"Royal Freemasons' Homes of Victoria - History  2. Old age homes - Victoria"
,"O'Farrell, Patrick",,"Letters from Irish Australians 1825-1929",".","Sydney, NSW Univertsity Press, 1984",".","244p., illus.",".",,,"...............",,"994  OFA","...............","don. - Margaret  Chisholm","........","........",,402,"Irish in Australia   2. Ireland - Emigration  3. Australia - Immigration"
,"Henning, Rachel",,"Letters of Rachel Henning",".","Ringwood (Vic.), Penguin, 1969",".","292p.",".",,,"...............",,"994.403  HEN","...............","...................","........","........",,179,"Henning, Rachel  1826-1914  2. Australia - Frontier and pioneer life  3.. N.S.W. - Social life and customs 1851-1891  4. Queensland - Social life and customs - 1824-1900"
,"Morgan, John",,"Life and adventures of William Buckley",".","Melbourne, Heinnemann, new ed. 1967 (1st. ed. 1852)",".","116p., illus.",".",,,"...............",,"994.5  MOR","2009","don. - Jenny Adam ","........","........",,610,"Buckley, William, 1780-1856   2. Aboriginal Australians - Victoria - History"
,"Cannon, Michael",,"Life in the cities",,"Ringwood (Vic.), Viking O'Neil,  1975",,"320p., illus.",,,,"...............",,"994.03  CAN 2","2013  Nov.","don. - Rod Grant","........",".........",,930,"Australia - Social conditions 1788-1900"
,"Paterson, Michael",,"Life in Victorian Britain.  A social history of Queen Victoria's reign",0,"London, Robinson, 2008",,"358p., illus.",,,,,,"941.081  PAT","2014  Aug.","don. - Sue Lilley","........","........",,1002,"Great Britain - History - 1837-1901   2. Great Britain - Social conditions - 19th century   3. Great Britain - Social life and customs - 19th century"
,"Maddern, I T.",,"Light and life.  A history of the Anglican Church in Gippsland",".","...............",".","119p. illus",".",,,"...............",,"283.94   MAD","...............","...................","........","........",,180,"Church of England - Victoria - Gippsland   2. Victoria - Gippsland - History"
,"Fenwick, John",,"Lightning diary of John Fenwick 1854",".","Geelong Historical Society, 1969",".","32p., illus.",".",,,"...............",,"910.45  FEN","2011 - Oct.","don. - Lorna Elms","........","........",,723,"Ship - 'Lightning'   2.Fenwick, John"
,"Cuppleditch, David",,"Lincoln in old photographs",,"Stroud, Alan Sutton, 1996",0,"160p., illus.",,"0 86299 814 X",,"...............",,"942.534  CUP","2015 Apr.","don. - Jan Andrews","........","........",,1051,"England - Lincolnshire - Lincoln"
,"Cook, A.M.",,"Lincolnshire links with Australia",".","Lincoln, Friends of Lincoln Cathedral, 1963",".","61p. illus.",".",,,"...............",,"994.02  COO","2010 - July","G.S.V.","2.50","........",,657,"England - Lincolnshire  2. Australia - History  3. Australia - Discovery and exploration 4. Flinders, Matthew 1774-1814  5. Bass, George 1771-1803"
,"Soc. of Genealogists",,"List of parishes in Boyd's Marriage Index.            4th.ed.                                               ",".","London, Society of Genealogists, 4th. ed. 1980",".","53p.",".",,,"...............",,"929.342 LIS","...............","...................","........","........",,529,"England - Genealogy   2. England - Marriage records"
,"Consedine, M.Rafhael .PV.B.M.",,"Listening journey.  A study of the spirit and ideals of Nano Nagle and the Presentation Sisters",".","Victoria, Congragation of Presentation Sisters, 1983",".","447p., index",".",,,"...............",,"271.977  CON","...............","...................","........","........",,181,"Presentation Sisters - History   2. Nagle, Nano, 1718-1784  3. Catholic Church"
,"Dunstone, Carmel",,"Living faith. Centenary of St John The Baptist catholic Church Rupanyup 1912-2012",0,"Horsham (Vic.), Ss Michael and John's Parish, 2012",1993,"157p., illus.",,,,"...............",,"283.994  DUN","2014 - Jun.","don. - Jan Andrews","........",".........",,995,"Victoria - Rupanyup   2. Catholic Church - Victoria"
,"Nicholson, Ian",,"Log of logs",".","Roebuck Book, 1990",".","630p.  illus.",".",,,"...............",,"387.2  NIC","2012 - Mar.","C. Taylor","40.00","........",,795,"Australia - Ships and Shipping   2. Ships and shipping    3. New Zealand - Ships and shipping "
,"Nicholson, Ian",,"Log of logs   volume 2",".","Roebuck Book, 1993",".","608p.  illus.",".",,,"...............",0,"387.2  NIC 1","2011 - Apr.","Time Booksellers","50.00","........",,685,"Australia - Ships and Shipping   2. Ships and shipping    3. New Zealand - Ships and shipping "
,"Nicholson, Ian",,"Log of logs   volume 3",".","Roebuck Book, 1999",".","500p.  illus.",".",,,"...............",,"387.2  NIC 2","2012 - Mar.","C. Taylor","40.00","........",,796,"Australia - Ships and Shipping   2. Ships and shipping    3. New Zealand - Ships and shipping "
,"Bradfield, Raymond A.",,"Lola Montez and Castlemaine. Some early theatrical history",".","n.i.",".","57p.",".",,,"...............",,"792.028  BRA","...............","...................","........","........",,182,"Montez, Lola, 1818-1861   2. Victoria - Castlemaine  3. Victoria - Social life and customs - 1851-1891   3. Theatre - Victoria - Historiy"
,".......................................",,"London historic buildings",".","London, Batsford, 1950",".","97p, illus.",".",,,"...............",,"914.21  BAR","...............","...................","........","........",,183,"England - London"
,"Kokoschka, Osker",,"London views. British landscapes",".","London, Thames & Hudson, 1972",".","n.p., illus.",".",,,"...............",,"759.36  KOK","...............","...................","............",".........",,886,"England - London - Pictorial works   2. Great Britain - Pictorial works"
,"Hayes, John",,"London. A pictorial history",".","London, Batsford, 1969",".","28p.+ 153 photos,maps, index",".",,,"...............",,"914.21 HAY","...............","...................","........","........",,184,"England - London"
,"Ackroyd, Peter",,"London: the biography",".","London: Chatto & Windus, 2000",".","822p., illus. index",".",,,"...............",,"942.1 ACK","2012 - May","don. - W.G.R.L.C.","........",".........",,803,"England - London - History 2. England - London - Social life and customs"
,"Newcombe, Lisa                 ",,"Look at London",".","Norwich, Jarrold, 1977",".","52p., col. illus.",".",,,"...............",,"914.21 / NEW","...............","...................","........","........",,530,"England - London"
,"Good, Viola M.F.",,"Look to the mountains - Viola's view - 1887-1979. The recollections of Viola Mary Frances Good (nee Wettenhall)",".","...............",".","144p., photos",".",,,"...............",,"929.2  GOO","...............","...................","........","........",,185,"Victoria - Grampians Region.  2. Wettenhall Family.   3. Dennis Family"
,".......................................",,"Lost ports of Cornwall",".","Penryn, Cornwall, Tor Mark Press, 1994",".","32p., illus.",".",,,"...............",,"387.109  LOS","2011 - Aug..","don. - Helen Swaine","........","........",,711,"England - Cornwall - History   2. England - Cornwall - Ports"
,"Smith, Babette",,"Luck of the Irish",,"Sydney, Allen & Unwin, 2014",,"292p., illus.",,"978 1 74237 812 1",,,,"994.02  SMI","2015 - Nov.","don. - Jan Andrews","........","........",,1066,"Ship - Hive   2. Shipwrecks - New South Wales   3. Convicts    4. Irish in Australia"
,"Bate, Weston",,"Lucky city. The first generation at Ballarat : 1851-1901",,"Carlton (Vic.), M.U.P., 198",,"302p., illus.",,"0 522 84157 0",,,,"994.57  BAT","2015 - Aug.","don. - Jan Andrews","........","........",,1060,"Victoria - Ballarat"
,"Macan, John",,"MacCana of Clanbrassil. An ancestral and family history",".","Qld., John Macon, 1997",".","74p., family charts",".",,,"...............",,"929.2  MAC ","...............","...................","........","........",,471,"Ireland - History.  2. McCann family   3. Macan family .  4. Ireland - Armagh - Genealogy.  5. Ireland - Banks and Banking - History"
,"Barnard, Marjorie",,"Macquarie's world",".","Melbourne, MUP, 1961",".","236p., bibliog., maps",".",,,"...............",,"994.02  BAR","2009","don. - Jenny Adam ","........","........",,611,"Macquarie, Lachlan, 1761-1824  2. N.S.W. - History - 1788-1851   3. Australia - History - 1788-1851"
